,Unnamed: 0,X,x,y,Labels,Energy,Magnetization,Temp,Min_distance
0,1195201,1195200,-29.378524568768,-0.219331217727115,1,884,0.9911111111111109,1.6,8.44950211428158
1,1195202,1195201,29.692216193095003,0.128045994307356,2,864,0.9777777777777779,1.6,8.234147938477566
2,1195203,1195202,-29.445043566396198,0.0362100664915438,1,888,0.993333333333333,1.6,8.491849944998837
3,1195204,1195203,-28.711440621167103,-0.165063313864874,1,854,0.9688888888888891,1.6,8.118546592462643
4,1195205,1195204,-29.112144642439198,0.160097460894725,1,868,0.9822222222222221,1.62166666666667,8.33116268402013
5,1195206,1195205,29.9592078927668,0.256023810662187,2,876,0.986666666666667,1.62166666666667,8.368559705487037
6,1195207,1195206,-29.3117773877859,-0.156417161484461,1,880,0.9888888888888892,1.62166666666667,8.41829140737135
7,1195208,1195207,29.8262435910593,-0.135599267573251,2,870,0.9822222222222221,1.62166666666667,8.300794570228001
8,1195209,1195208,-29.1117532971023,0.10960444892492699,1,868,0.9822222222222221,1.6433333333333302,8.328781089141957
9,1195210,1195209,29.492281939735303,-0.0999481387857952,2,854,0.9711111111111109,1.6433333333333302,8.133741243593633
10,1195211,1195210,-29.178566477465896,-0.21941118683244,1,872,0.984444444444444,1.6433333333333302,8.34973066892591
11,1195212,1195211,-29.0448061943883,-0.282071527054884,1,864,0.98,1.6433333333333302,8.280993988249724
12,1195213,1195212,-29.111938249067997,-0.19545236410521,1,872,0.9822222222222221,1.665,8.317280398781666
13,1195214,1195213,29.7593118478017,-0.171238742923066,2,866,0.98,1.665,8.267441124651784
14,1195215,1195214,29.559199584942004,0.00979703202495433,2,856,0.9733333333333329,1.665,8.167214833140331
15,1195216,1195215,-28.7118553700274,-0.24692732285770003,1,848,0.9688888888888891,1.665,8.115974745173588
16,1195217,1195216,-27.911598459267896,0.651207035449923,1,824,0.9422222222222221,1.6866666666666699,7.7605656846816915
17,1195218,1195217,29.425875277961897,0.18669998119384698,2,846,0.9688888888888891,1.6866666666666699,8.101359833458666
18,1195219,1195218,29.226058967575604,-0.181816522547328,2,846,0.9622222222222221,1.6866666666666699,8.000864128620453
19,1195220,1195219,-29.111593510131197,-0.46223653446172996,1,868,0.9822222222222221,1.6866666666666699,8.309251879126904
20,1195221,1195220,-28.9782290007924,0.0393911691730571,1,864,0.9777777777777779,1.7083333333333302,8.259325246133692
21,1195222,1195221,29.0926405303122,0.00887165669077078,2,834,0.957777777777778,1.7083333333333302,7.933935173057937
22,1195223,1195222,29.692594003888196,-0.18736361916451502,2,862,0.9777777777777779,1.7083333333333302,8.234146648365707
23,1195224,1195223,29.9593961418568,-0.0479341717658588,2,878,0.986666666666667,1.7083333333333302,8.367259299582065
24,1195225,1195224,-28.1780682860044,-0.870337868427701,1,818,0.9511111111111109,1.73,7.834776900561714
25,1195226,1195225,29.625601395487,-0.14834612714738,2,862,0.975555555555556,1.73,8.200510765043443
26,1195227,1195226,29.359551761600297,-0.321252328612529,2,846,0.966666666666667,1.73,8.068481094940623
27,1195228,1195227,-29.045257372326798,-0.472336433669442,1,866,0.98,1.73,8.27587044457119
28,1195229,1195228,-28.9786149005159,-0.0874208966909729,1,860,0.9777777777777779,1.7516666666666698,8.254587279117011
29,1195230,1195229,29.292129901043502,0.42954079654832505,2,850,0.964444444444444,1.7516666666666698,8.037196250038502
30,1195231,1195230,29.625962306493896,-0.326065428598883,2,860,0.975555555555556,1.7516666666666698,8.201708006291224
31,1195232,1195231,-28.378092071426,0.25485351956517605,1,844,0.957777777777778,1.7516666666666698,7.970135588209295
32,1195233,1195232,-28.4454221183939,-0.10041749771252802,1,840,0.96,1.77333333333333,7.988251114983394
33,1195234,1195233,29.426403611303396,-0.4995513756146289,2,852,0.9688888888888891,1.77333333333333,8.10388754916504
34,1195235,1195234,29.159163832679,0.298148388174864,2,842,0.96,1.77333333333333,7.969039305473964
35,1195236,1195235,-28.7787676608482,0.0816104121464776,1,854,0.9711111111111109,1.77333333333333,8.161701096643624
36,1195237,1195236,-28.8454248642191,-0.0887899469428589,1,858,0.9733333333333329,1.795,8.18812503565688
37,1195238,1195237,28.6265498076238,-0.26787652618063895,2,824,0.9422222222222221,1.795,7.701609997974683
38,1195239,1195238,28.759103601907896,0.838439767346336,2,816,0.946666666666667,1.795,7.7797918953767615
39,1195240,1195239,-28.5118373391432,0.284741604419093,1,846,0.9622222222222221,1.795,8.038155567564822
40,1195241,1195240,-28.445160920658196,0.413093223251229,1,840,0.96,1.8166666666666698,8.011621489769245
41,1195242,1195241,29.159487634416898,-0.0731219169858432,2,832,0.96,1.8166666666666698,7.967313748688544
42,1195243,1195242,-27.1113215619723,-0.49131315170411205,1,802,0.915555555555556,1.8166666666666698,7.309762860686722
43,1195244,1195243,-28.1780889938232,-0.434941409275046,1,824,0.9511111111111109,1.8166666666666698,7.843888378862264
44,1195245,1195244,-28.3119629514608,-0.5004159051072,1,830,0.9555555555555559,1.83833333333333,7.908983296820366
45,1195246,1195245,28.3587221563665,0.780247975745459,2,816,0.933333333333333,1.83833333333333,7.578287468029814
46,1195247,1195246,28.4255357860984,-0.755087963464458,2,796,0.9355555555555559,1.83833333333333,7.6066272814169
47,1195248,1195247,-27.5107190921426,-1.02708785833969,1,812,0.9288888888888891,1.83833333333333,7.499360589328538
48,1195249,1195248,-28.445174027441396,-0.15739037665241,1,836,0.96,1.86,7.986024574854386
49,1195250,1195249,28.4255219836186,0.0933080882350878,2,812,0.9355555555555559,1.86,7.60065768078288
50,1195251,1195250,29.6923045807301,0.0369528355378841,2,860,0.9777777777777779,1.86,8.233826998483583
