"","X","x","y","Energy","Magnetization","Temp","Labels"
"1018392",1018391,-32.3955804673997,-0.91290647561803,1342,0.88625,2.09833333333333,0
"1020069",1020068,-31.9462627781409,0.336671257116326,1332,0.875,2.09833333333333,0
"1021510",1021509,39.2293810626027,-0.450726223672014,1358,0.89875,2.09833333333333,1
"1022951",1022950,37.9233662171715,-0.456452882968223,1310,0.86625,2.09833333333333,1
"1024392",1024391,-30.7899928745177,0.108696032997108,1288,0.84625,2.09833333333333,0
"1026069",1026068,-30.989869662617,0.143470260085767,1316,0.85125,2.09833333333333,0
"1027510",1027509,40.0815553172628,0.24207489205613,1390,0.92,2.09833333333333,1
"1028951",1028950,38.4778017685202,-0.495972715979407,1330,0.88,2.09833333333333,1
"1030392",1030391,-32.1400804752067,-1.38526173048331,1334,0.88,2.09833333333333,0
"1032069",1032068,-33.0950867152407,1.99605417624454,1386,0.90375,2.09833333333333,0
"1033510",1033509,38.1748468487565,-0.792635034829859,1332,0.8725,2.09833333333333,1
"1034951",1034950,37.3716400378627,0.0633780713966177,1288,0.8525,2.09833333333333,1
"1036392",1036391,-32.2423738077884,-0.432648007872191,1360,0.8825,2.09833333333333,0
"1038069",1038068,-30.5395354512571,-4.52811516994606,1316,0.84,2.09833333333333,0
"1039510",1039509,40.0323448569164,0.299094241205957,1396,0.91875,2.09833333333333,1
"1040951",1040950,37.2713627984273,-1.76128156760421,1298,0.85,2.09833333333333,1
"1042392",1042391,-31.6412239169601,2.14171694371454,1286,0.8675,2.09833333333333,0
"1044069",1044068,-32.9470731167288,0.129256956682473,1372,0.9,2.09833333333333,0
"1045510",1045509,34.714595710989,-3.15575946581186,1230,0.78625,2.09833333333333,1
"1046951",1046950,37.622701638247,-0.0564832150423856,1296,0.85875,2.09833333333333,1
"1048392",1048391,-33.5493164365862,0.133010123234298,1376,0.915,2.09833333333333,0
"1050069",1050068,-29.0824988538532,0.910035087118626,1272,0.80375,2.09833333333333,0
"1051510",1051509,38.2288797016824,0.847259294813553,1304,0.87375,2.09833333333333,1
"1052951",1052950,38.375412296162,-1.28495694442052,1338,0.8775,2.09833333333333,1
"1054392",1054391,-30.638755816562,1.03142322149852,1282,0.8425,2.09833333333333,0
"1056069",1056068,-30.0364453851835,-1.06589435751855,1296,0.8275,2.09833333333333,0
"1057510",1057509,38.1241723039495,0.93199340376226,1312,0.87125,2.09833333333333,1
"1058951",1058950,37.4241763917223,1.6751119324353,1302,0.85375,2.09833333333333,1
"1060392",1060391,-32.5430234515207,-1.796833306845,1354,0.89,2.09833333333333,0
"1062069",1062068,-30.593372042772,-0.687289883103518,1304,0.84125,2.09833333333333,0
"1063510",1063509,37.8789125179115,0.213695816598548,1328,0.865,2.09833333333333,1
"1064951",1064950,37.8220467321869,-0.285734535411486,1294,0.86375,2.09833333333333,1
"1066392",1066391,-31.942305491514,-0.350104603850774,1324,0.875,2.09833333333333,0
"1068069",1068068,-32.3968284020052,0.0792890848406427,1328,0.88625,2.09833333333333,0
"1069510",1069509,39.0795824717731,1.45081935795346,1368,0.895,2.09833333333333,1
"1070951",1070950,35.16277017228,-0.390978113087397,1280,0.7975,2.09833333333333,1
"1072392",1072391,-32.1445498992007,0.939716553513096,1328,0.88,2.09833333333333,0
"1074069",1074068,-30.6438369546235,0.472565528327219,1300,0.8425,2.09833333333333,0
"1075510",1075509,38.6284872206736,2.96213814699735,1332,0.88375,2.09833333333333,1
"1076951",1076950,39.7338091704811,0.691589589108774,1394,0.91125,2.09833333333333,1
"1078392",1078391,-31.4896098084597,-0.916800232899673,1288,0.86375,2.09833333333333,0
"1080069",1080068,-31.0892770225084,-0.880215730534945,1330,0.85375,2.09833333333333,0
"1081510",1081509,39.481232464549,0.20312207031957,1366,0.905,2.09833333333333,1
"1082951",1082950,37.573534090223,0.149097572362089,1298,0.8575,2.09833333333333,1
"1084392",1084391,-33.1989176652412,0.229293995033224,1362,0.90625,2.09833333333333,0
"1086069",1086068,-33.0463321011917,-0.152209717094861,1344,0.9025,2.09833333333333,0
"1087510",1087509,38.1244827483726,0.906110697379838,1326,0.87125,2.09833333333333,1
"1088951",1088950,37.8737660974009,2.33321647183476,1364,0.865,2.09833333333333,1
"1090392",1090391,-30.3376730871091,-1.64483818735568,1274,0.835,2.09833333333333,0
"1092069",1092068,-33.2480879753935,0.435823573524956,1398,0.9075,2.09833333333333,0
"1093510",1093509,37.9745275451354,0.857564020769924,1322,0.8675,2.09833333333333,1
"1094951",1094950,38.076668929384,-0.744526511537892,1312,0.87,2.09833333333333,1
"1096392",1096391,-32.5959935032631,1.23979692965379,1388,0.89125,2.09833333333333,0
"1098069",1098068,-33.0447841699557,-1.2809008294157,1384,0.9025,2.09833333333333,0
"1099510",1099509,38.9280756201267,-0.0108465269597528,1324,0.89125,2.09833333333333,1
"1100951",1100950,38.1742580829307,0.40590581825013,1322,0.8725,2.09833333333333,1
"1102392",1102391,-31.8432365520197,0.725908343948895,1340,0.8725,2.09833333333333,0
"1104069",1104068,-32.2955507737655,-0.712459988856866,1344,0.88375,2.09833333333333,0
"1105510",1105509,37.6248015647601,-0.263753476648,1292,0.85875,2.09833333333333,1
"1106951",1106950,37.4713078096516,-0.0788780768053023,1306,0.855,2.09833333333333,1
"1108392",1108391,-33.3481474317787,-0.633053769956186,1366,0.91,2.09833333333333,0
"1110069",1110068,-31.8957053092237,-0.664570415561681,1314,0.87375,2.09833333333333,0
"1111510",1111509,34.9108471035592,0.170857742663233,1268,0.79125,2.09833333333333,1
"1112951",1112950,40.0324379378685,-0.707025545416626,1412,0.91875,2.09833333333333,1
"1114392",1114391,-29.2380615465379,-0.93772997627241,1252,0.8075,2.09833333333333,0
"1116069",1116068,-32.3446011426246,-0.00541378740461557,1338,0.885,2.09833333333333,0
"1117510",1117509,37.922995875178,-0.285975852235883,1336,0.86625,2.09833333333333,1
"1118951",1118950,40.131620359392,-0.876337745971065,1382,0.92125,2.09833333333333,1
"1120392",1120391,-31.4951811287956,0.227099912000043,1308,0.86375,2.09833333333333,0
"1122069",1122068,-33.998762984386,0.0557093548492681,1412,0.92625,2.09833333333333,0
"1123510",1123509,35.421028660642,-1.84428874076985,1286,0.80375,2.09833333333333,1
"1124951",1124950,36.214774363818,1.8696503331628,1274,0.82375,2.09833333333333,1
"1126392",1126391,-28.9824740808682,-2.12840651722124,1268,0.80125,2.09833333333333,0
"1128069",1128068,-32.7965289095904,0.33704337013327,1354,0.89625,2.09833333333333,0
"1129510",1129509,38.8261209773978,0.638055993199213,1384,0.88875,2.09833333333333,1
"1130951",1130950,35.5175994025646,0.738437408783098,1290,0.80625,2.09833333333333,1
"1132392",1132391,-30.1331087564229,-0.0865946119656163,1276,0.83,2.09833333333333,0
"1134069",1134068,-32.5964744331965,0.32033283358357,1344,0.89125,2.09833333333333,0
"1135510",1135509,40.6832258289874,0.128329979873613,1416,0.935,2.09833333333333,1
"1136951",1136950,36.7805445931499,3.06124840431965,1322,0.8375,2.09833333333333,1
"1138392",1138391,-31.6397388302702,-0.288190556019333,1312,0.8675,2.09833333333333,0
"1140069",1140068,-30.8907080832255,0.187477018899678,1270,0.84875,2.09833333333333,0
"1141510",1141509,37.7759606969739,-1.30879839997145,1332,0.8625,2.09833333333333,1
"1142951",1142950,37.9231441676935,-0.737009236941771,1300,0.86625,2.09833333333333,1
"1144392",1144391,-32.9459232919342,-0.219459234189574,1370,0.9,2.09833333333333,0
"1146069",1146068,-32.2428858392633,0.32669009674838,1322,0.8825,2.09833333333333,0
"1147510",1147509,38.2735764136284,1.02289863631947,1356,0.875,2.09833333333333,1
"1148951",1148950,38.9255242904918,0.795083682028772,1352,0.89125,2.09833333333333,1
"1150392",1150391,-31.7907509122464,0.119536024419239,1324,0.87125,2.09833333333333,0
"1152069",1152068,-30.2336129487927,-1.41647506435102,1302,0.8325,2.09833333333333,0
"1153510",1153509,37.9758244217943,-0.356826846195251,1322,0.8675,2.09833333333333,1
"1154951",1154950,38.5796745923702,-0.619779936405531,1362,0.8825,2.09833333333333,1
"1156392",1156391,-30.3880014525133,-1.37551161056581,1226,0.83625,2.09833333333333,0
"1158069",1158068,-31.9454158179835,-0.000355937238334287,1332,0.875,2.09833333333333,0
"1159510",1159509,38.2252028881667,-0.821850196978727,1336,0.87375,2.09833333333333,1
"1160951",1160950,39.9327820276375,0.204269412841986,1388,0.91625,2.09833333333333,1
"1162392",1162391,-29.1376547975446,2.33218541428105,1306,0.805,2.09833333333333,0
"1164069",1164068,-32.495832518274,-0.621822686950404,1328,0.88875,2.09833333333333,0
"1165510",1165509,37.6694879998318,0.610788314189508,1348,0.86,2.09833333333333,1
"1166951",1166950,38.5777001222628,1.02478460876202,1332,0.8825,2.09833333333333,1
"1168392",1168391,-34.2505697236982,-0.29159535582937,1408,0.9325,2.09833333333333,0
"1170069",1170068,-32.9956415112551,-0.503894918369765,1356,0.90125,2.09833333333333,0
"1171510",1171509,37.3166478591785,-0.524846901255558,1310,0.85125,2.09833333333333,1
"1172951",1172950,38.0742640511921,-1.24067335108845,1318,0.87,2.09833333333333,1
"1174392",1174391,-33.2991928200294,0.242140136116739,1380,0.90875,2.09833333333333,0
"1176069",1176068,-32.0434183939165,0.182565577111356,1304,0.8775,2.09833333333333,0
"1177510",1177509,38.3742956556854,-0.878023524533284,1322,0.8775,2.09833333333333,1
"1178951",1178950,35.818579555509,-2.09628388942583,1242,0.81375,2.09833333333333,1
"1180392",1180391,-31.3948245506269,-0.240039333531788,1298,0.86125,2.09833333333333,0
"1182069",1182068,-31.4428951057619,0.161442290959437,1284,0.8625,2.09833333333333,0
"1183510",1183509,35.7197323081932,-1.00824532079601,1260,0.81125,2.09833333333333,1
"1184951",1184950,35.9199057562309,-0.978402752383172,1250,0.81625,2.09833333333333,1
"1186392",1186391,-33.4972271320853,-0.981215785861637,1396,0.91375,2.09833333333333,0
"1188069",1188068,-28.7300715159096,-1.61760199508159,1268,0.795,2.09833333333333,0
"1189510",1189509,39.2780991383929,-0.132540233380445,1360,0.9,2.09833333333333,1
"1190951",1190950,38.4767171005896,0.0636298020019569,1316,0.88,2.09833333333333,1
"1192392",1192391,-31.9419248890104,0.832092269813639,1324,0.875,2.09833333333333,0
"1194069",1194068,-32.7964929698989,-0.192119250793841,1368,0.89625,2.09833333333333,0
"1195510",1195509,33.4580043218938,5.43905884916893,1260,0.755,2.09833333333333,1
"1196951",1196950,38.4233091136068,-0.733747035732597,1350,0.87875,2.09833333333333,1
"1198392",1198391,-32.1925298982421,-0.170312203419558,1344,0.88125,2.09833333333333,0
"73",72,-32.8987713909082,-1.29878449392715,1356,0.89875,2.11,0
"1514",1513,34.667850517625,2.38174601239683,1272,0.785,2.11,1
"2955",2954,-29.7849484396244,1.38977401091777,1230,0.82125,2.11,0
"4396",4395,-30.2855388735685,0.228950565626903,1280,0.83375,2.11,0
"6073",6072,-32.995979338968,-0.01893219612846,1352,0.90125,2.11,0
"7514",7513,32.101686001939,3.4730772941117,1208,0.72125,2.11,1
"8955",8954,-30.7349429413014,1.81502881533645,1316,0.845,2.11,0
"10396",10395,-30.0388627419507,5.10778661530194,1322,0.8275,2.11,0
"12073",12072,-31.6404968512604,-2.23294239810528,1336,0.8675,2.11,0
"13514",13513,38.8791679975909,-0.276482767090315,1326,0.89,2.11,1
"14955",14954,-30.7424250686768,0.736826561203092,1306,0.845,2.11,0
"16396",16395,-30.2398780013216,-3.02736773488957,1302,0.8325,2.11,0
"18073",18072,-33.0975959527457,0.326201569161068,1364,0.90375,2.11,0
"19514",19513,36.8709689263762,0.618067700662669,1294,0.84,2.11,1
"20955",20954,-32.1950056953762,0.510677470526646,1334,0.88125,2.11,0
"22396",22395,-31.7414376483168,-0.623519028775047,1304,0.87,2.11,0
"24073",24072,-31.0909769270497,-0.297819425715157,1308,0.85375,2.11,0
"25514",25513,39.7304894988528,-0.833266062035013,1390,0.91125,2.11,1
"26955",26954,-32.344030602007,-0.783222362430138,1320,0.885,2.11,0
"28396",28395,-32.7469778036132,1.01397961467784,1360,0.895,2.11,0
"30073",30072,-31.0380989245689,3.02304917020591,1334,0.8525,2.11,0
"31514",31513,38.1224847429773,0.409261311892938,1308,0.87125,2.11,1
"32955",32954,-31.1911112950967,-0.830647764624066,1290,0.85625,2.11,0
"34396",34395,-33.0447285801861,-0.185529109703622,1364,0.9025,2.11,0
"36073",36072,-30.7891716120692,0.539043158839823,1282,0.84625,2.11,0
"37514",37513,38.7273485190211,-0.174954499043836,1346,0.88625,2.11,1
"38955",38954,-32.6426010717186,0.560031348576406,1364,0.8925,2.11,0
"40396",40395,-31.2432568559292,-0.217582727567646,1306,0.8575,2.11,0
"42073",42072,-31.592340656969,0.560156329659985,1290,0.86625,2.11,0
"43514",43513,36.4184369078449,-0.794203810062527,1304,0.82875,2.11,1
"44955",44954,-31.6924692333089,-0.0564811989008364,1334,0.86875,2.11,0
"46396",46395,-30.5950926182683,-1.50566650827692,1294,0.84125,2.11,0
"48073",48072,-32.9447111109964,0.695945801011504,1354,0.9,2.11,0
"49514",49513,38.0741750000359,0.0954166946341327,1294,0.87,2.11,1
"50955",50954,-32.4444208743275,-0.801135807463971,1342,0.8875,2.11,0
"52396",52395,-31.2941299939148,-0.512386913950347,1300,0.85875,2.11,0
"54073",54072,-31.6415854971865,1.47512095308834,1332,0.8675,2.11,0
"55514",55513,35.7633187676665,-4.21625238351213,1312,0.8125,2.11,1
"56955",56954,-32.1419020142776,0.427387763292656,1308,0.88,2.11,0
"58396",58395,-31.6947711430278,-0.721362721972471,1306,0.86875,2.11,0
"60073",60072,-31.3925127744546,1.80237292044676,1302,0.86125,2.11,0
"61514",61513,36.7201002681558,0.459867206269716,1266,0.83625,2.11,1
"62955",62954,-31.2865733464893,-0.981424279461748,1320,0.85875,2.11,0
"64396",64395,-31.8415614589112,3.24419505921399,1340,0.8725,2.11,0
"66073",66072,-30.8871179954278,0.996748025135986,1278,0.84875,2.11,0
"67514",67513,36.46764262252,-2.286027549643,1272,0.83,2.11,1
"68955",68954,-29.6870774498059,1.89994209811759,1290,0.81875,2.11,0
"70396",70395,-31.090265664577,1.91308626778005,1326,0.85375,2.11,0
"72073",72072,-32.1441743793681,0.00940475213926577,1328,0.88,2.11,0
"73514",73513,39.779795552339,0.678855753657711,1358,0.9125,2.11,1
"74955",74954,-32.044720083113,1.09126950043136,1308,0.8775,2.11,0
"76396",76395,-27.8327681469922,-4.73349601053509,1304,0.7725,2.11,0
"78073",78072,-32.2960998848129,-0.230668890612529,1340,0.88375,2.11,0
"79514",79513,36.0692134223839,-1.05882020406455,1280,0.82,2.11,1
"80955",80954,-32.0445266157696,-0.131026853549926,1338,0.8775,2.11,0
"82396",82395,-31.1906337507339,2.83603508361808,1298,0.85625,2.11,0
"84073",84072,-31.7914794432307,1.02266721719337,1320,0.87125,2.11,0
"85514",85513,34.9172071282638,-2.19412170666127,1244,0.79125,2.11,1
"86955",86954,-31.3410845918054,-0.246889468497737,1304,0.86,2.11,0
"88396",88395,-31.1905451796353,-1.36235514956805,1322,0.85625,2.11,0
"90073",90072,-32.1422923768104,-1.40425350073948,1348,0.88,2.11,0
"91514",91513,38.273535058426,-1.23311910626591,1340,0.875,2.11,1
"92955",92954,-28.8486146926806,-3.29432471782058,1326,0.7975,2.11,0
"94396",94395,-30.8422239998012,1.62457774045309,1288,0.8475,2.11,0
"96073",96072,-31.0464180559719,-2.49526983103643,1330,0.8525,2.11,0
"97514",97513,39.678269848768,0.586843590184267,1388,0.91,2.11,1
"98955",98954,-25.2848146626952,-7.20032067293778,1240,0.70875,2.11,0
"100396",100395,-32.5445298144666,0.156161463471058,1346,0.89,2.11,0
"102073",102072,-31.3408782840317,0.996226942793222,1328,0.86,2.11,0
"103514",103513,38.6775915352111,-0.0703664653675864,1338,0.885,2.11,1
"104955",104954,-21.6270769653735,-10.9931046779467,1274,0.6175,2.11,0
"106396",106395,-33.7990111326334,-0.0499924266911732,1416,0.92125,2.11,0
"108073",108072,-31.7910866397271,-0.00260931121138884,1342,0.87125,2.11,0
"109514",109513,38.9296140075871,-1.24536723926173,1360,0.89125,2.11,1
"110955",110954,-18.8725336628962,-8.54711382543203,1176,0.54875,2.11,0
"112396",112395,-33.0934442550192,0.434050473132988,1392,0.90375,2.11,0
"114073",114072,-31.5423227340954,-0.296779873588954,1306,0.865,2.11,0
"115514",115513,38.3754167113468,-1.52183987143743,1350,0.8775,2.11,1
"116955",116954,-22.9282966001186,-5.50480169543758,1272,0.65,2.11,0
"118396",118395,-28.8826847710206,-2.23525773765292,1294,0.79875,2.11,0
"120073",120072,-29.7311128041214,-2.84464002958208,1274,0.82,2.11,0
"121514",121513,38.5261398625504,-0.459628402864794,1340,0.88125,2.11,1
"122955",122954,-28.2431099596509,-3.45681243184668,1254,0.7825,2.11,0
"124396",124395,-32.5459082425867,-0.0508826978770346,1348,0.89,2.11,0
"126073",126072,-30.9897315063664,1.2816505223285,1262,0.85125,2.11,0
"127514",127513,36.2650414214405,-1.30128104092149,1300,0.825,2.11,1
"128955",128954,-33.8003704598728,-1.71681710956529,1410,0.92125,2.11,0
"130396",130395,-29.3812934804474,-0.706612911366988,1264,0.81125,2.11,0
"132073",132072,-31.8918432926935,1.07059102669226,1310,0.87375,2.11,0
"133514",133513,37.1721372277357,-1.15982778037602,1258,0.8475,2.11,1
"134955",134954,-32.6440073710244,0.869987793193435,1338,0.8925,2.11,0
"136396",136395,-29.384095645865,-0.169221611613941,1230,0.81125,2.11,0
"138073",138072,-30.9435336553342,-1.47527919906951,1294,0.85,2.11,0
"139514",139513,38.6289585949898,0.976379030092943,1344,0.88375,2.11,1
"140955",140954,-34.2485649162266,-0.443532461154563,1410,0.9325,2.11,0
"142396",142395,-32.8475576729724,-0.336628649061508,1354,0.8975,2.11,0
"144073",144072,-30.988219039188,-0.552921751177783,1282,0.85125,2.11,0
"145514",145513,38.3261113846376,1.66735344639699,1338,0.87625,2.11,1
"146955",146954,-32.0968514915281,-0.127507054240248,1344,0.87875,2.11,0
"148396",148395,-32.5440710319009,0.883189882205873,1338,0.89,2.11,0
"150073",150072,-28.7369628426139,1.42825275080618,1226,0.795,2.11,0
"151514",151513,34.4662735643818,2.42885128500855,1244,0.78,2.11,1
"152955",152954,-32.3949271915195,0.242377207483853,1334,0.88625,2.11,0
"154396",154395,-32.4460988974006,0.444924728498269,1344,0.8875,2.11,0
"156073",156072,-33.3466127351297,-0.763940685939164,1406,0.91,2.11,0
"157514",157513,37.8186331214888,3.32631270842956,1368,0.86375,2.11,1
"158955",158954,-32.1948152016826,0.0698439969394122,1312,0.88125,2.11,0
"160396",160395,-32.794232745984,1.16754592463042,1388,0.89625,2.11,0
"162073",162072,-32.3972401514021,-2.11135459017605,1344,0.88625,2.11,0
"163514",163513,38.5745109410743,-1.25116804794535,1332,0.8825,2.11,1
"164955",164954,-28.2328179407583,-2.98562822272181,1256,0.7825,2.11,0
"166396",166395,-32.7458893713178,0.092799542605773,1344,0.895,2.11,0
"168073",168072,-33.3970990316018,-0.0499221523057147,1386,0.91125,2.11,0
"169514",169513,40.2336209090299,0.38572596626489,1410,0.92375,2.11,1
"170955",170954,-28.8354744522467,-1.50997583613667,1298,0.7975,2.11,0
"172396",172395,-32.7966540477977,1.02098280700929,1374,0.89625,2.11,0
"174073",174072,-32.5448270958019,-0.842244082781196,1358,0.89,2.11,0
"175514",175513,38.374279970021,1.30897950235362,1318,0.8775,2.11,1
"176955",176954,-31.539801178155,1.81891299445816,1292,0.865,2.11,0
"178396",178395,-30.188874516383,3.65656882766512,1316,0.83125,2.11,0
"180073",180072,-32.3939866022683,0.923042599118772,1338,0.88625,2.11,0
"181514",181513,38.8268784184457,-0.270258625366326,1356,0.88875,2.11,1
"182955",182954,-31.6937405395685,-1.02730660316936,1312,0.86875,2.11,0
"184396",184395,-31.3440047297233,-0.345812421162626,1322,0.86,2.11,0
"186073",186072,-30.1377734967131,-1.81793648955265,1292,0.83,2.11,0
"187514",187513,35.8193060432475,-0.695739927737559,1294,0.81375,2.11,1
"188955",188954,-32.1420687536564,-0.712487451205942,1346,0.88,2.11,0
"190396",190395,-31.5898910423525,-1.47949223564038,1326,0.86625,2.11,0
"192073",192072,-33.2969292609887,-0.337764499637278,1386,0.90875,2.11,0
"193514",193513,38.4775466226044,-0.0145300812231105,1342,0.88,2.11,1
"194955",194954,-30.3385126361567,1.48422096247154,1278,0.835,2.11,0
"196396",196395,-30.7872835558631,-1.2031956177807,1286,0.84625,2.11,0
"198073",198072,-32.6440127252016,0.290607744528974,1352,0.8925,2.11,0
"199514",199513,35.5206956077765,3.42592619402283,1298,0.80625,2.11,1
"200955",200954,-31.491864127575,0.763110962477834,1302,0.86375,2.11,0
"202396",202395,-32.1972855461456,-1.26316367545981,1350,0.88125,2.11,0
"204073",204072,-32.5449524026287,1.13516720945649,1344,0.89,2.11,0
"205514",205513,34.4771567479511,3.50372610241654,1332,0.78,2.11,1
"206955",206954,-30.0371916109351,1.59147456323833,1224,0.8275,2.11,0
"208396",208395,-30.7878314651233,0.580065153657216,1308,0.84625,2.11,0
"210073",210072,-30.3911389368668,-0.580077295983585,1322,0.83625,2.11,0
"211514",211513,36.1733650491378,-2.08853414804789,1326,0.8225,2.11,1
"212955",212954,-33.8488651851716,-0.761455355250503,1404,0.9225,2.11,0
"214396",214395,-32.8981553686293,0.148765090246506,1358,0.89875,2.11,0
"216073",216072,-30.2916660091989,-2.07755029521062,1344,0.83375,2.11,0
"217514",217513,37.6775396575587,2.43787087614402,1350,0.86,2.11,1
"218955",218954,-33.7989954907372,0.556321725375806,1398,0.92125,2.11,0
"220396",220395,-32.0922101573801,-0.21456231805342,1296,0.87875,2.11,0
"222073",222072,-31.7926320926709,0.356742958533747,1308,0.87125,2.11,0
"223514",223513,37.3218789045974,1.32256096350033,1280,0.85125,2.11,1
"224955",224954,-31.8950960531006,0.370069494907533,1316,0.87375,2.11,0
"226396",226395,-33.098067257635,-0.478757581694938,1384,0.90375,2.11,0
"228073",228072,-30.6367017955393,0.694830135722855,1316,0.8425,2.11,0
"229514",229513,38.8788734567062,-0.333615545166764,1340,0.89,2.11,1
"230955",230954,-32.6474086811386,-1.12197240851423,1338,0.8925,2.11,0
"232396",232395,-31.24311543042,-0.263683086193335,1320,0.8575,2.11,0
"234073",234072,-29.6863678076874,0.655206412877082,1284,0.81875,2.11,0
"235514",235513,38.223782953764,0.824249823172051,1324,0.87375,2.11,1
"236955",236954,-32.5945024742852,1.52196524100506,1342,0.89125,2.11,0
"238396",238395,-32.7960332029108,1.28442225607875,1356,0.89625,2.11,0
"240073",240072,-30.3426513795447,1.14963295617767,1286,0.835,2.11,0
"241514",241513,40.5328213877097,0.0701270792476418,1426,0.93125,2.11,1
"242955",242954,-29.4806039699999,1.90982268962557,1296,0.81375,2.11,0
"244396",244395,-31.2890574345865,2.11531956951391,1302,0.85875,2.11,0
"246073",246072,-31.5924391630885,2.20350280781059,1312,0.86625,2.11,0
"247514",247513,37.0712269364754,1.18334340898183,1280,0.845,2.11,1
"248955",248954,-33.2470015596997,1.2572914797886,1382,0.9075,2.11,0
"250396",250395,-32.4949842511626,-0.285014594834254,1352,0.88875,2.11,0
"252073",252072,-32.2435302742369,0.836794681337895,1334,0.8825,2.11,0
"253514",253513,40.6326448837166,-0.0157502376205208,1430,0.93375,2.11,1
"254955",254954,-28.1278945338755,-2.58616480640876,1270,0.78,2.11,0
"256396",256395,-32.3440025033422,-0.0534331364440997,1360,0.885,2.11,0
"258073",258072,-31.9456423553513,0.287816795822049,1324,0.875,2.11,0
"259514",259513,39.8285870633385,0.449203156913377,1376,0.91375,2.11,1
"260955",260954,-31.8430978152288,-0.385380551114454,1332,0.8725,2.11,0
"262396",262395,-30.5418115070904,-0.017837244028217,1294,0.84,2.11,0
"264073",264072,-29.1330235171478,1.24277706058945,1264,0.805,2.11,0
"265514",265513,38.1235851864865,-2.04900097719655,1344,0.87125,2.11,1
"266955",266954,-31.8932824836528,-0.28195798530614,1324,0.87375,2.11,0
"268396",268395,-28.2913649352191,-3.39807340572951,1236,0.78375,2.11,0
"270073",270072,-31.3403645150052,1.17156453009562,1308,0.86,2.11,0
"271514",271513,40.0807006845956,-0.500249719599299,1402,0.92,2.11,1
"272955",272954,-32.7940586110271,-0.612391023569266,1334,0.89625,2.11,0
"274396",274395,-29.5414257753622,1.90362355235955,1316,0.815,2.11,0
"276073",276072,-29.934739275464,1.67660720716601,1296,0.825,2.11,0
"277514",277513,37.2741025796183,-0.328812195621624,1304,0.85,2.11,1
"278955",278954,-33.7491268899896,0.461998993327343,1410,0.92,2.11,0
"280396",280395,-30.9900229957707,0.233361628573987,1326,0.85125,2.11,0
"282073",282072,-31.8402109889706,-0.513872669307901,1342,0.8725,2.11,0
"283514",283513,30.742440679964,8.69041744515706,1304,0.6875,2.11,1
"284955",284954,-33.5514452479902,-0.910918510443616,1386,0.915,2.11,0
"286396",286395,-31.5942856301989,0.66015801944051,1332,0.86625,2.11,0
"288073",288072,-30.7422332265944,0.52677081095793,1290,0.845,2.11,0
"289514",289513,32.2974508813784,5.35215175238848,1280,0.72625,2.11,1
"290955",290954,-31.241465898847,-1.35702770441971,1302,0.8575,2.11,0
"292396",292395,-32.5480675251872,0.842154360687875,1364,0.89,2.11,0
"294073",294072,-32.1956091165884,-0.444654621608225,1354,0.88125,2.11,0
"295514",295513,35.3139553118933,0.175836658691537,1296,0.80125,2.11,1
"296955",296954,-31.4916391632604,-0.187044031624978,1306,0.86375,2.11,0
"298396",298395,-33.598412268725,-0.314195145253678,1384,0.91625,2.11,0
"300073",300072,-31.5911361992566,0.448858420549635,1324,0.86625,2.11,0
"301514",301513,37.2222380818791,1.73528277753077,1300,0.84875,2.11,1
"302955",302954,-31.5925815696533,0.0434274976403853,1320,0.86625,2.11,0
"304396",304395,-33.0498959192914,0.990621290188178,1370,0.9025,2.11,0
"306073",306072,-30.9375716461629,1.65332907289368,1314,0.85,2.11,0
"307514",307513,37.928599199152,0.403481980913029,1322,0.86625,2.11,1
"308955",308954,-33.0959600252616,-1.48893010811571,1364,0.90375,2.11,0
"310396",310395,-31.5913680119935,-1.23492488649804,1314,0.86625,2.11,0
"312073",312072,-30.5875956739771,0.439206726064541,1306,0.84125,2.11,0
"313514",313513,39.4773303571144,-0.377305082030642,1380,0.905,2.11,1
"314955",314954,-31.3445715705352,-2.18802442661512,1316,0.86,2.11,0
"316396",316395,-29.9868384580929,0.263809863654619,1258,0.82625,2.11,0
"318073",318072,-33.09690796267,0.275186812108651,1358,0.90375,2.11,0
"319514",319513,36.7191257866775,-1.27072214348715,1266,0.83625,2.11,1
"320955",320954,-30.3334265408726,-0.621391244204908,1282,0.835,2.11,0
"322396",322395,-32.9953345802268,0.938350351987831,1350,0.90125,2.11,0
"324073",324072,-31.692177803728,-0.740596040408929,1310,0.86875,2.11,0
"325514",325513,37.274003975878,-0.139541897306674,1308,0.85,2.11,1
"326955",326954,-30.7901039539323,-2.94287224626917,1286,0.84625,2.11,0
"328396",328395,-32.8953923814166,0.0425511634420128,1348,0.89875,2.11,0
"330073",330072,-31.1468132322671,-2.21510488673305,1342,0.855,2.11,0
"331514",331513,35.6156942224059,2.61733312262311,1282,0.80875,2.11,1
"332955",332954,-31.9924680625465,0.849067212885449,1308,0.87625,2.11,0
"334396",334395,-31.896012761711,0.125502141665348,1324,0.87375,2.11,0
"336073",336072,-31.7423056082658,-0.50945004652619,1326,0.87,2.11,0
"337514",337513,36.8697821531866,-1.87142202327739,1292,0.84,2.11,1
"338955",338954,-29.2893312949682,1.43163663790963,1266,0.80875,2.11,0
"340396",340395,-33.045490314135,-0.627452594900608,1390,0.9025,2.11,0
"342073",342072,-30.6427430883293,-2.86569163259113,1318,0.8425,2.11,0
