"","X","x","y","Labels","Energy","Magnetization","Temp"
"1196953",1196952,-15.9592125254232,-1.04053587897045,0,304,0.83,2.11
"1196954",1196953,18.3589884634478,0.0127733656424067,1,330,0.885,2.11
"1196955",1196954,18.359344624837,-0.226453693084585,1,340,0.885,2.11
"1196956",1196955,-14.0599365682339,-2.29236748155314,0,292,0.735,2.11
"1196957",1196956,4.65212584938127,3.51480946943371,2,262,0.2,2.12166666666667
"1196958",1196957,18.3603956571874,0.860105720330881,1,328,0.885,2.12166666666667
"1196959",1196958,-18.3597807005762,-0.0296754665596831,0,364,0.95,2.12166666666667
"1196960",1196959,-17.3606630547431,-1.29067532732594,0,338,0.9,2.12166666666667
"1196961",1196960,-17.9591874865283,0.0849126262411734,0,358,0.93,2.13333333333333
"1196962",1196961,17.6601249992005,1.14633231103653,1,316,0.85,2.13333333333333
"1196963",1196962,17.9570621196753,-0.000273797544844628,1,334,0.865,2.13333333333333
"1196964",1196963,-15.9587534143973,-0.0748557863596379,0,318,0.83,2.13333333333333
"1196965",1196964,-13.5572818892388,5.26641087499807,0,298,0.71,2.145
"1196966",1196965,17.9588370502874,0.0453049456198708,1,326,0.865,2.145
"1196967",1196966,-17.6594186663677,-0.0372147379269992,0,350,0.915,2.145
"1196968",1196967,17.0594878582607,1.07924261214405,1,314,0.82,2.145
"1196969",1196968,-14.8579698102339,-1.03686184049087,0,290,0.775,2.15666666666667
"1196970",1196969,18.5574585863544,-0.379375180056953,1,338,0.895,2.15666666666667
"1196971",1196970,-15.3588340949368,0.281965823468841,0,302,0.8,2.15666666666667
"1196972",1196971,-17.159848435867,-0.645902880609987,0,340,0.89,2.15666666666667
"1196973",1196972,-15.8590317264927,0.683329671966446,0,314,0.825,2.16833333333333
"1196974",1196973,-17.159489866903,0.506640259851839,0,330,0.89,2.16833333333333
"1196975",1196974,17.4568743543019,-0.795772500896759,1,326,0.84,2.16833333333333
"1196976",1196975,-17.1592211733364,1.32892323991428,0,342,0.89,2.16833333333333
"1196977",1196976,-12.0592637161271,-2.55697019415174,0,298,0.635,2.18
"1196978",1196977,-16.9598791123417,-0.557982926391242,0,320,0.88,2.18
"1196979",1196978,-17.1587676096601,-0.199695328715084,0,336,0.89,2.18
"1196980",1196979,-16.5608162298862,0.237412508121468,0,328,0.86,2.18
"1196981",1196980,11.2518840486429,-2.93104303301567,1,262,0.53,2.19166666666667
"1196982",1196981,-15.1581074459158,0.0142863361991285,0,292,0.79,2.19166666666667
"1196983",1196982,-17.2597216497778,-0.179772538913123,0,346,0.895,2.19166666666667
"1196984",1196983,-12.5596890801777,1.36127129926903,0,300,0.66,2.19166666666667
"1196985",1196984,15.6585307293995,2.25316047145886,1,290,0.75,2.20333333333333
"1196986",1196985,4.05614082813985,2.58768875091571,2,268,0.17,2.20333333333333
"1196987",1196986,14.8570233702333,-3.07245520748375,1,278,0.71,2.20333333333333
"1196988",1196987,-16.959866337214,-1.77508290143148,0,336,0.88,2.20333333333333
"1196989",1196988,-16.5591721063341,-1.2310217854024,0,326,0.86,2.215
"1196990",1196989,8.45519799213562,-2.01519164844962,2,242,0.39,2.215
"1196991",1196990,18.4592049361513,-1.61593358906337,1,338,0.89,2.215
"1196992",1196991,16.5589444988478,1.31466449711042,1,308,0.795,2.215
